가수,제목,가사
"다이나믹듀오,이영지","Smoke(Prod.Dynamicduo,Padi)","Light it up Light it up Light it up
나는 달리거나 넘어지거나
둘 중에 하나야 브레이크 없는 bike
택도 없는 것들을 택도 안 뗀 옷 위로 stack it up
난 절대 빠꾸 없는 type
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
싹 다 부수고 원상복구해 (light it up)
적자생존
아마 난 진짜 1
내일 없는 애들 빈 수레가 요란해 that’s why I’m shooting
To your 골대 cuz you have no keeper
차린 것 없는 밥상 들이밀지 말고 zip up
저기 빈털터리들 재떨이에 털어 넣고 twerkin‘
Then I’mma smoke another chance
You know that I’mma chop it
Lazy ho
그리고 또 stupid thug
모자란 애들 들이 마시고 뱉어 that’s wassup
내 입김은 태풍 내가 후 하고 불면 넌 힘없이 쓰러지는 가로수
무대 위 조명은 늘 파란불 내가 짓밟고 가는 넌 횡단보도 위에 가로줄
어차피 너무 기운 시소 이쯤 되면 너에게 필요한 건 시도 아닌 기도 
난 입으로 널 패지 구타
처맞은 것처럼 네 뺨은 붉게 불타
나는 달리거나 넘어지거나
둘 중에 하나야 브레이크 없는 bike
택도 없는 것들을 택도 안 뗀 옷 위로 stack it up 난 절대 빠꾸 없는 type
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
싹 다 부수고 원상복구해 (light it up)
끝났어 파티는 
잔 돌려 ice water 
여긴 아무도 없네 
날 상대할 카리스마가 
타자 팔자에 난 outsider 
죽거나 싹 쓸어 주먹 안에 주사위
타고난 dice roller 
지그시 밟아주지 부득이 싸움 나면 
속도 조절 어린이 보호구역부터 아우토반 
까다롭게 굴어 사우스포
갈기지 턱주가리 카운터 
넌 피식 쓰러지는 나무토막 
I’mma south side baddie
Collect all these veggies
Lap top 위에서 money dance
넌 계속해라 copy
Nothing's dynamic in ur life
저주 같지     
다 끝난 파티 뒤에서
꽁초나 하나 줍길
Man I can't curse to you
Cuz you already die for it
Sorry that I’m so stable in my life
I’m done with it
Better get your money
Or u better get ma number 
다 피고 남은 꽁초 더밀
꽂아줄게 주머니에
나는 달리거나 넘어지거나
둘 중에 하나야 브레이크 없는 bike
택도 없는 것들을 택도 안 뗀 옷 위로 stack it up 난 절대 빠꾸 없는 type
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
싹 다 부수고 원상복구해 (light it up)
하이킥 로우킥에 넌 쓰러지지 픽픽
풀린 두 다리 눈 콧바람은 씩씩
네 목을 조르는 내 두 다리 사이로 보이는 네 흰자위
힘없이 탭탭 질식
팔다리를 꺾는 암바와 니바 
네 자존심을 꺾는 짬바와 이빨
넌 피투성이 사람들이 기겁해
난 관대해 더 버티지 마 받아줄게 기권패
다 겪었지 대우차부터 테슬라 
다 꺾였지 같이 짬밥 먹던 랩 스타 
We stand strong 
완력보다 강한 펜촉 
우습게 봐도 오래 버티는 게 센 놈 
상어 밥도 안돼 넌 그냥 벵에돔 
엄마 젖은 사치 이유식을 맥여 더 
빈약한 커리어 세치 혀로 채 썰어 
태운 다음 재 털어 
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
싹 다 부수고 원상복구해 (light it up)
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
I’m gonna smoke you up
I’mma smoke you
싹 다 부수고 원상복구해 (light it up)"
V,LoveMeAgain,"추억도 의미 없이
내게 넌 사라지고
이쯤에도 I can’t
Let you go
Let you go
그 말이 다인 거니
한마디만 남기고
후회하면 won’t you
Let me know
Let me know
그래 나 솔직하게
다 말할래
너는 매일 어떤 사람 어떤 곳에
몇번씩이나 뭘 하는지 널 생각해
Lost without you baby
I wish you would love me again
No I don’t want nobody else
I wish you could love me again
Again
I wish you would love me again
No I don’t want nobody else
I wish you could love me again
Again
나만 자꾸 이런 건지
내 옆에 딴 사람 괜찮니
예전으로 천천히
Make it feel better
Yeah make it forever
괜찮다 말하지 마
Said I’m all right
Said I’ll be ﬁne 
I’m sorry
거짓말이야
떠나지마
저리 가지마 멀리
그래 나 솔직하게
다 말할래
너는 매일 어떤 사람 어떤 곳에
몇번씩이나 뭘 하는지 널 생각해
Lost without you baby
I wish you would love me again
No I don’t want nobody else
I wish you could love me again
Again
I wish you would love me again
No I don’t want nobody else
I wish you could love me again
Again
I wish you would love me again
No I don’t want nobody else
I wish you could love me again
Again"
방탄소년단,TakeTwo,"Will you stay?
흘러가는 저 시간
잡아두고 싶어 with me
Will you go?
어떤 얼굴을 하고 서 있을까
이젠 기억나지 않는 새벽들
Say
Oh I’m runnin' round in a daze
We been walkin' so many ways
가슴이 터질 것 같아
Can’t you see the take two
Stories unfolding just for you
너와 함께하는 청춘
지금 내 손을 잡아
Yeah we never felt so young
When together sing the song
서로의 눈 맞추며
어둠 속에도
Yeah we never felt so right
When I got you by my side
함께 걷던 길 따라
Oh we young forever
사막도 바다가 돼서 we swim forever
외로워했던 고래도 이젠 singing together
함께니깐, 영원을 바래도 무섭지 않아
내 믿음은 너고 하나뿐인 이유니깐
You’re my silver lining
You the one who just light me up
Oh I can always feel you beside me
노을이 빌딩에 부딪쳐
우린 이렇게 서로에 주어져
Say
Oh I’m runnin' round in a daze
We been walkin' so many ways
널 품에 터질 듯 안아
Can’t you see the take two
Letters I didn’t send to you
너와 함께하는 청춘
시작일지도 몰라
Yeah we never felt so young
When together sing the song
서로의 눈 맞추며
어둠 속에도
Yeah we never felt so right
When I got you by my side
함께 걷던 길 따라
Oh we young forever
당신과 함께해서 가능했고
당신과 함께여서 행복했어
당신의 목소리에 숨을 쉬고
당신의 눈물들로 일어섰어
당신들의 과분한 사랑을
내가 받을 자격 있을까
수년간 우리가 만든 영혼의 교집합
함께여서 너무 고맙고 행복합니다
부디 앞으로도 행복합시다
Yeah we never felt so young
When together sing the song
서로의 눈 맞추며
비가 내려도
Yeah we never felt so right
When I got you by my side
함께 맞던 별 따라
Oh we young forever
이렇게 노래해
(We ain’t never felt so young)
Won’t you hold my hand
Yeah we never felt so right
Need you here tonight
(We ain’t never felt so young)
Oh we young forever
(Never felt so young)
Yeah
Never felt, never felt so young"
AKMU(악뮤),"어떻게이별까지사랑하겠어,널사랑하는거지","일부러 몇 발자국 물러나
내가 없이 혼자 걷는 널 바라본다
옆자리 허전한 너의 풍경
흑백 거리 가운데 넌 뒤돌아본다
그때 알게 되었어
난 널 떠날 수 없단 걸
우리 사이에 그 어떤 힘든 일도
이별보단 버틸 수 있는 것들이었죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
두세 번 더 길을 돌아갈까
적막 짙은 도로 위에 걸음을 포갠다
아무 말 없는 대화 나누며
주마등이 길을 비춘 먼 곳을 본다
그때 알게 되었어
난 더 갈 수 없단 걸
한 발 한 발 이별에 가까워질수록
너와 맞잡은 손이 사라지는 것 같죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데"
임영웅,사랑은늘도망가,"눈물이 난다 이 길을 걸으면
그 사람 손길이 자꾸 생각이 난다
붙잡지 못하고 가슴만 떨었지
내 아름답던 사람아
사랑이란 게 참 쓰린 거더라
잡으려 할수록 더 멀어지더라
이별이란 게 참 쉬운 거더라
내 잊지 못할 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
바람이 분다 옷깃을 세워도
차가운 이별의 눈물이 차올라
잊지 못해서 가슴에 사무친
내 소중했던 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
기다림도 애태움도 다 버려야 하는데
무얼 찾아 이 길을 서성일까
무얼 찾아 여기 있나
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
잠시 쉬어가면 좋을 텐데"
LESSERAFIM(르세라핌),UNFORGIVEN(feat.NileRodgers),"Unforgiven I’m a villain I’m a 
Unforgiven 난 그 길을 걸어 
Unforgiven I’m a villain I’m a 
새 시대로 기억될 unforgiven 
Yeah what you want? 
불편함이 깃든 face, wanna shut me up 
사냥감을 거듭해 찾는 워리어S 
너의 game에 난 문제아 
such a freak 골칫거리 
Let me tell you ‘bout LE SSERAFIM 
내가 제일 싫은 건 낡은 대물림 
어둠 속 불을 켜 마치 rebellion 
We gonna kick it break it 
rules gon’ give up 
Unforgiven yes I was bleeding 
힘없이 늘 져야만 했던 싸움 but I ride 
바란 적도 없어 용서 따위는 
난 금기를 겨눠 watch me now 
Now now now 
Unforgiven I’m a villain I’m a 
Unforgiven 난 그 길을 걸어 
Unforgiven I’m a villain I’m a 
새 시대로 기억될 unforgiven 
나랑 저 너머 같이 가자 
my “unforgiven girls” 
나랑 선 넘어 같이 가자 
my “unforgiven boys” 
Unforgiven unforgiven unforgiven 
한계 위로 남겨지는 우리 이름 
나랑 저 너머 같이 가자 
my “unforgiven girls” 
U-unforgiven-given-given 
내 style로 livin’ livin’ livin’ 
내 방식 아주 원 없이 
또 한국말론 아주 “철없이” 
Get started let’s get started 
미래 그 앞에 새겨둬 나의 story 
신념이 죄면 난 villain, 
I'm not that cinderella type of a girl 
Unforgiven yes I was bleeding 
힘없이 늘 져야만 했던 싸움 but I ride 
바란 적도 없어 용서 따위는 
난 금기를 겨눠 watch me now 
Now now now 
Unforgiven I’m a villain I’m a 
Unforgiven 난 그 길을 걸어
Unforgiven I’m a villain I’m a
새 시대로 기억될 unforgiven
나랑 저 너머 같이 가자
my “unforgiven girls”
나랑 선 넘어 같이 가자
my “unforgiven boys”
Unforgiven unforgiven unforgiven
한계 위로 남겨지는 우리 이름
나랑 저 너머 같이 가자
my “unforgiven girls”
Unforgiven I’m a villain I’m a
Unforgiven 난 그 길을 걸어
Unforgiven I’m a villain I’m a
Unforgiven 난 그 길을 걸어
Oh I will never be a clown
Oh 보게 될 거야 나다움
Oh 내 목소린 좀 loud
Oh I don’t care just shout it out!
나랑 저 너머 같이 가자
my “unforgiven girls”
나랑 선 넘어 같이 가자
my “unforgiven boys”
Unforgiven unforgiven unforgiven
한계 위로 남겨지는 우리 이름
나랑 저 너머 같이 가자
my “unforgiven girls”"
"j-hope,J.Cole",onthestreet(withJ.Cole),"Every time I walk
Every time I run
Every time I move
As always, for us
Every time I look
Every time I love
Every time I hope
As always, for us
(On the street, I’m still)
내 두 발은 선뜻 걸어, anywhere
J in the air
가는 길이 희망이 되고자 하여,
나 구태여
Even my walk was made of
your love and your faith
보답을 해, 저 멀리서라도 나비가 되어
Now just walk lightly,
whenever you want
Go on hopefully, wherever you walk
누군가의 숨이 깃들어 있는 거리
내 영혼과 영원을 담을게
Everywhere (I’ll be)
Every time I walk
Every time I run
Every time I move
As always, for us
Every time I look
Every time I love
Every time I hope
As always, for us
(On the street, I’m still)
All hail the mighty survivor of hell,
Plopped down from heaven to sell
Holy water that I scooped
from the well
Fought tooth and a nail,
Just to prevail mongst it’s ruthless
As I move through the field
Feelin worried
In a hurry like a 2 minute drill
To make a couple mil
Off a lucrative deal
Selling train of thought,
Name a artist who could derail
You’ll never see it
like a n**** hula hoopin in jail
I got a friend smart as f***,
but he stupid as hell
He swear that God ain’t real
Since it ain’t no way to prove it his self
As if the universe ain’t enough,
as if the volcanoes ain’t erupt
As if the birds don’t chirp,
as if a trillion nerves don’t work
in the human body
Who would I be?
Without the creator of this theater
Beside me to gently guide me?
Somedays I wonder
if I need to pick a different hobby
I’m deep in with this rappin
It’s all a n**** know
I never didn’t nothin better,
it’s hard to let it go
But like a father,
watching his daughter,
walk down the altar,
With tears in his eyes,
you gotta let her grow
And so I shall,
but first I been honing my style
Coldest around,
with more quotables than
what the quota allows
You see a top 10 list
I see a Golden Corral, n****
As the moon jumps over the cow
I contemplate if I should
wait to hand over the crown
And stick around for a bit longer
I got a strange type of hunger
The more I eat the more
it gets stronger,
The more it gets stronger
I said the more it gets stronger
j-hope
Cole World
Every time I walk
Every time I run
Every time I move
As always, for us
Every time I look
Every time I love
Every time I hope
As always, for us
(On the street, I’m still)
Every time I walk
Every time I run
Every time I move
As always, for us
Every time I look
Every time I love
Every time I hope
As always, for us
(On the street, I’m still)"
임영웅,무지개,"오늘 하루 어땠었나요
많이 힘들었나요
쉬지 않고 달려왔던 길에서
나와 함께 쉬어가요
그냥 아무런 준비도 없이
떠나볼까요
평범해도 좋으니까
우리 함께 가요
Du Du Du Du Du
행복 가득 담은 배낭 하나 메고서
답답했던 일상과 도심을 벗어나
Du Du Du Du
Du Du Du Du
떠나볼래요
힘껏 살다 보니 무뎌져
헝클어진 머리도
괜찮다며 그댈 안아줄 사람
바로 그대 곁에 있죠
까만 선글라스 하나 챙겨서
떠나볼까요
평범해도 좋으니까
우리 함께 가요
Du Du Du Du Du
행복 가득 담은 배낭 하나 메고서
답답했던 일상과 도심을 벗어나
Du Du Du Du
Du Du Du Du
떠나볼래요
우리 함께 가요
Du Du Du Du Du
행복 가득 담은 배낭 하나 메고서
답답했던 일상과 도심을 벗어나
Du Du Du Du
Du Du Du Du
떠나볼래요
우리 함께 가요
Du Du Du Du Du
Du Du Du Du
Du Du Du Du
떠나볼래요
Du Du Du Du
Du Du Du Du
떠나볼래요
Du Du Du Du
Du Du Du Du
지금 떠나요"
김호중,"애인이되어줄게요(Prod.알고보니,혼수상태)","누가누가 당신 맘을 외롭게 합니까
누가누가 당신 맘에 눈물을 주나요
바람결에 떨어지는 꽃잎이
여자의 마음인가요
내 품에 안겨 걱정을 말아요
영원히 지켜줄게요
애인이 되어줄게요
애인이 되어줄게요
내가내가 잘해줄게요
사랑이 되어줄게요
사랑이 되어주세요
내가 당신 애인이 되어줄게요
사연 없는 사람 있나 아픔이 없을까
우연처럼 만나는 게 사랑이란 것을
반했어요 마음을 열어요
놓치면 후회할 거야
내 품에 안겨 걱정을 말아요
영원히 지켜줄게요
애인이 되어줄게요
애인이 되어줄게요
내가내가 잘해줄게요
사랑이 되어줄게요
사랑이 되어주세요
내가 당신 애인이 되어줄게요
내가 당신 애인이 되어줄게요"
던(DAWN),빛이나는너에게,"그때 널 만나지 않았더라면
지금의 우린 어디에 있을까
가장 예쁠 때의 너를 만나서
누가 뭐라 해도 뭐든 견딜 수가 있었어
빛이 나는 널 위해 많은 걸
놓아야만 한대도
괜찮아 난
알잖아 넌 내 전부였던 걸
날 잊어버릴 만큼 행복했어
괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면
봄날처럼 아름다웠어
너와 나는 한 폭의 그림처럼
돌이킬 수 없는 시간
새겨진 한 장면 속에
그림자조차 눈부셨으니까
빛이 났던 우리의 기억이
점점 사라진대도
괜찮아 난
알잖아 넌 내 전부였던 걸
날 잊어버릴 만큼 행복했어
괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면
깜깜했던 어둠 속
환하게 날 비추던 네가 보여
그 끝에 널 만났어
아무렇지 않은 듯
괜찮아 난
고마워 네가 전부였던 건
세상을 가진 만큼 행복했어
괜찮아 내 모든 걸 잃어도
눈부시게 빛나는 널 볼 수만 있다면"
정국-Seven(feat.Latto),CleanVer.,"Weight of the world on your shoulders
I kiss your waist and ease your mind
I must be favored to know ya
I take my hands and trace your lines
It’s the way that we can ride
It’s the way that we can ride
Think I met you in another life
So break me off another time
You wrap around me
and you give me life
And that’s why night after night
I’ll be lovin’ you right
Monday Tuesday Wednesday
Thursday Friday Saturday Sunday
Monday Tuesday Wednesday
Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I’ll be lovin’ you right
Seven days a week
You love when I jump right in
All of me I’m offering
Show you what devotion is
Deeper than the ocean is
Wind it back I’ll take it slow
Leave you with that afterglow
Show you what devotion is
Deeper than the ocean is
It’s the way that we can ride
It’s the way that we can ride
Think I met you in another life
So break me off another time
You wrap around me
and you give me life
And that’s why night after night
I’ll be lovin’ you right
Monday Tuesday Wednesday
Thursday Friday Saturday Sunday
Monday Tuesday Wednesday
Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I’ll be lovin’ you right
Seven days a week
Monday Tuesday Wednesday
Thursday Friday Saturday Sunday
Monday Tuesday Wednesday
Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I’ll be lovin’ you right
Seven days a week
Tightly take control
Tightly take his soul 
Take your phone
and put it in the camera roll 
Leave them clothes at the door
What you waiting for,
better come and hit ya goals 
He jump in it both feet
Going to the sun-up,
we ain’t getting no sleep 
Seven days a week,
seven different sheets, seven different angles 
I can be your fantasy  
Open up say ahhh 
Come here baby
let me swallow your pride 
What you on I can match your vibe 
Hit me up and I’mma Cha Cha Slide
You make Mondays feel like weekends 
I make him never think about cheatin’
Got you skipping work and meetings,
let’s sleep in
Seven days a week
Monday Tuesday Wednesday
Thursday Friday Saturday Sunday
Monday Tuesday Wednesday
Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I’ll be lovin’ you right
Seven days a week
Monday Tuesday Wednesday
Thursday Friday Saturday Sunday
Monday Tuesday Wednesday
Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I’ll be lovin’ you right
Seven days a week"
aespa,Spicy,"Uh Uh Too Spicy
You want my A to the Z
But you won’t 어림없지
맞혀봐 Sweet 또는 Freak
What’s hiding underneath
(I see)
망설이듯 간 보는 너
기회는 없어 Oh
Nah You won’t get it
No No, You won’t get it
I say
깜빡 한순간
끌어당겨
You’ll be mine (Mine)
살짝 다가와
Can cross my borderline
(Line Line Line)
널 따분하게 했던 Every day
흥미로운 덫을 던져줄게
뛰어들어 봐
Just right now
'Cause I’m too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I’m too Spicy too too
I’m too Spicy
Don’t Stop 겁내지 마
Bang Bang 외쳐봐
I’m too Spicy
Yeah I’m too Spicy
You know that I
Don’t Stop 용기 내 봐
Next step, Myself
I’m too Spicy
Too Spicy too too
I’m too Spicy
Tell me what you see
When you look at me
'Cause I am a 10
out of 10 honestly
기세가 다른 Move
널 압도하는 Groove
But you keep wasting
your time Dude
Don't chase me
경고해 난
Erase me
멀리 달아나
Hey 이젠 알겠니
원래부터 Bad I’m so bad honestly
So bad
전부 가질래
지금부턴
Call you mine (Mine)
도망칠 거면
Don’t cross my borderline
(Line Line Line)
늘 뻔하기만 했던 Every day
이제 그만 Rule을 벗어날 때
어렵지 않아
Just right now
'Cause I’m too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I’m too Spicy too too
I’m too Spicy
Ready? Uh
좀 더 강도를 높여
다음다음다음
One of a kind
우린 한계를 앞서
Wow Wow Wow
That’s Right
'Cause I’m too Spicy
for your heart
Ring the fire alarm
새로운 도전 끝에 넌
I'm too Spicy
변화할 시간이야 넌
지금 이 순간
또 다른 나를 찾아내
I’m too Spicy too too
I’m too Spicy
Don’t Stop 겁내지 마
Bang Bang 외쳐봐
I’m too Spicy
Yeah I’m too Spicy
You know that I
Don’t Stop 용기 내 봐
Next step, Myself
I’m too Spicy
I’m too Spicy
I’m too Spicy too too
I’m too Spicy
'Cause I
Oh Yeah
Yeah I’m too Spicy
for your heart
(Yeah I’m too Spicy
for your heart)
마침내 번져오는 Joy
(Enjoy joy joy joy)
Yeah I’m too Spicy
for your heart
I’m too Spicy too too
I’m too Spicy
For you"
AgustD,사람Pt.2(feat.아이유),"So time is yet now
Right here to go
I know you know
Anything does know
So time is yet now
Right here to go
Nobody doesn’t know anymore
사랑이라는 말
어쩌면 순간의 감정의 나열
조건이 붙지 나는 무얼 사랑하는가
충분히 사랑받지 못한 아이
그래서 무엇보다 신중한 타입
나는 말야 원해 진중한 사이
알잖아 영원은 모래성
잔잔한 파도에도 힘없이 쉽게 무너져
상실은 무엇 때문에 슬픈 걸까
사실은 두려운 게 슬픈 거야
So far away, you’re gone
Getting far away
Too far away, you’re gone
I know I have to know
So time is yet now
Right here to go
I know you know
Anything does know
So time is yet now
Right here to go
Nobody doesn’t know anymore
당신은 무엇 땜에 슬픈 걸까
사실은 두려움이 큰 거잖아
함께 미래를 그리던 우리는 없고
쌓은 모래성들을
부숴 버린 것은 우린 거야
승패가 없는 게임이라지만
난 언제나 game loser
모든 걸 주겠다던 우린 모든 것을 부셔
그리고 떠나지 사랑이든 사람이든
모두가 이기적이기 때문이야
So far away, you’re gone
Getting far away
Too far away, you’re gone
I know I have to know
So time is yet now
Right here to go
I know you know
Anything does know
So time is yet now
Right here to go
Nobody doesn’t know anymore
떠가는 사람 떠가는 사랑
사랑의 끝은 과연 무엇일까
수많은 사람 스쳐간 사랑
사랑은 사랑으로 완벽할까
그래 말야 이타적인 게 어쩌면
되려 이기적이네
널 위해 한다는 말은 곧 내 욕심이기에
욕심을 버리면 행복해질 건가
채우지 못한 반쪽짜리 허상
삶은 저항과 복종 사이의 싸움이라는데
내가 보기에는 외로움들과의 싸움이네
눈물이 터져 나오면 그대 울어도 돼
(울어도 돼)
당신은 사랑받기에도 이미 충분한데
So time is yet now
Right here to go
I know you know
Anything does know
So time is yet now
Right here to go
Nobody doesn’t know anymore"
임영웅,다시만날수있을까,"너를 위해 해 줄 것이 하나 없어서
보낼 수밖에 없었고
네가 없이 사는 법을 알지 못해서
순간순간을 울었다
후회로 가득한 한숨 자락이
시린 바람처럼
가슴 치는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
붙잡을 마음이야 없었겠냐마는
그때 난 부끄러웠다
떳떳하게 일어나 널 다시 찾아갈
뜨거운 꿈만 꾸었다
둘이 함께 했던 순간순간이
시린 폭포처럼
쏟아지는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
그리운 마음이 서럽게 흘러넘쳐
너에게 닿을 때
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까"
방탄소년단,봄날,"보고 싶다
이렇게 말하니까 더 보고 싶다
너희 사진을 보고 있어도
보고 싶다
너무 야속한 시간
나는 우리가 밉다
이젠 얼굴 한번 보는 것 조차
힘들어진 우리가
여긴 온통 겨울 뿐이야
8월에도 겨울이 와
마음은 시간을 달려가네
홀로 남은 설국열차
니 손 잡고 지구 반대편까지 가
겨울을 끝내고파
그리움들이 얼마나
눈처럼 내려야 그 봄날이 올까
Friend
허공을 떠도는
작은 먼지처럼 작은 먼지처럼
날리는 눈이 나라면
조금 더 빨리
네게 닿을 수 있을 텐데
눈꽃이 떨어져요
또 조금씩 멀어져요
보고 싶다 보고 싶다
보고 싶다 보고 싶다
얼마나 기다려야
또 몇 밤을 더 새워야
널 보게 될까 널 보게 될까
만나게 될까 만나게 될까
추운 겨울 끝을 지나
다시 봄날이 올 때까지
꽃 피울 때까지
그곳에 좀 더 머물러줘 
머물러줘
니가 변한 건지
니가 변한 건지
아니면 내가 변한 건지
내가 변한 건지
이 순간 흐르는 시간조차 미워
우리가 변한 거지 뭐
모두가 그런 거지 뭐
그래 밉다 니가 넌 떠났지만
단 하루도 너를
잊은 적이 없었지 난
솔직히 보고 싶은데
이만 너를 지울게
그게 널 원망하기보단
덜 아프니까
시린 널 불어내 본다
연기처럼 하얀 연기처럼
말로는 지운다 해도
사실 난 아직 널 보내지 못하는데
눈꽃이 떨어져요
또 조금씩 멀어져요
보고 싶다 보고 싶다
보고 싶다 보고 싶다
얼마나 기다려야
또 몇 밤을 더 새워야
널 보게 될까 널 보게 될까
만나게 될까 만나게 될까
You know it all
You're my best friend
아침은 다시 올 거야
어떤 어둠도 어떤 계절도
영원할 순 없으니까
벚꽃이 피나봐요
이 겨울도 끝이 나요
보고 싶다 보고 싶다 
보고 싶다 보고 싶다
조금만 기다리면
며칠 밤만 더 새우면
만나러 갈게 만나러 갈게
데리러 갈게 데리러 갈게
추운 겨울 끝을 지나
다시 봄날이 올 때까지
꽃 피울 때까지
그곳에 좀 더 머물러줘 
머물러줘"
김민석(멜로망스),취중고백,"뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어"
제이세라,사랑의바보,"그렇게 말 하지마
제발 그를 욕하지 말아줘 
그 누구보다도 내겐 좋은 남자니까
내가 하고 싶어 잘해준걸
고맙다 말 못 들어도
잠시나마 웃어주면 난 행복해
원하는 좋은 사람 나타날 때 까지
난 잠시 그댈 지켜줄 뿐야
아무것도 바라는 것 없기에
그걸로도 감사해 워
언제든 필요할 땐 편히 날 쓰도록
늘 닿는 곳에 있어 줄거야
어느 날 말없이 떠나간대도
그 뒷모습까지도 사랑할래
난 바보니깐 괜찮아
아무리 아프게 해도 못 느껴
내 걱정 하지 마
못났대도 할 수 없어
나를 자랑스레 여길 분께
가끔 미안해진데도
기꺼이 난 그를 위한 바보로 살래 
원하는 좋은 사람 나타날 때까지
난 잠시 그댈 지켜 줄 뿐야
아무것도 바라는 것 없기에
그걸로도 감사해 워
언제든 필요할 땐 편히 날 쓰도록
늘 닿는 곳에 있어 줄 거야
어느 날 말 없이 떠나간대도
그 뒷모습까지도 사랑할래
언젠가 그대가 날 떠날 걸 잘 알아
시작이 있음 끝도 있는 걸
그 시간이 알고 싶어서라도
끝까지 가보려 해 워
그렇게 불쌍한 듯 날 바라보지 마
그래도 나는 행복하니까
언젠가 그대를 보내 주는 날
그때 술이나 한잔 사주면 돼
언젠가 그대를 보내 주는 날
그때 술이나 한잔 사주면 돼"
